first.name,last.name,ID,twitter,h.index,i10.index,citations,tweets,following,followers
Nicolas,van Zeebroeck,pva214, @nicvanzee ,10,10,334,178,26,101
Carmina,Vargas,pva657, @carminaovargas ,3,1,34,"3,498",152,482
Juan,Vargas,pva96, @juanf_vargas ,6,4,314,"2,368",991,"1,573"
Dimitris,Varoutas,pva52, @dvaroutas ,3,1,32,404,959,326
Mario,Veneziani,pve293, @cuginoid ,5,1,44,"1,941","2,311",663
Miroslav,Verbic,pve10, @miroslavverbic ,6,2,99,"2,146",72,148
Gauthier,Vermandel,pve282, @gvermandel ,3,1,32,"2,227",370,937
Paolo,Verme,pve105, @pverme ,8,7,235,126,47,49
Marco,Veronese Passarella,ppa651, @marco_v_p ,8,7,235,130,193,292
Joaquin,Vespignani,pve271, @jvespignani ,6,0,90,6,717,74
Niels,Vestergaard,pve81, @nielsvester ,8,8,203,278,147,160
Stan,Veuger,pve299, @stanveuger ,3,2,75,131,902,"2,605"
Vincent,Vicard,pvi108, @vvicard ,11,13,528,651,238,398
Angelino,Viceisza,pvi132, @aviceisza ,6,6,126,"3,676",20,288
Edouard,Vidon,pvi171, @edouardvidon ,3,0,22,"2,406",566,318
Juan,Villa,pvi56, @juanmvilla ,5,4,111,"5,688",463,"1,167"
Alejandro,Villagomez,pvi134, @favillagomez ,3,0,22,"10,400","1,894","10,100"
Mauricio,Villamizar-Villegas,pvi64, @mauriciovillam ,6,4,110,182,29,198
Sébastien,Villemot,pvi141, @sebvillemot ,3,2,49,"1,318",902,"1,336"
Chaiporn,Vithessonthi,pvi291, @drchaiporn ,4,0,39,"2,242",68,97
Jonas,Vlachos,pvl4, @jonasvlachos ,12,14,588,"23,300",730,"5,203"
Dietrich,Vollrath,pvo98, @dietzvollrath ,12,12,780,837,96,"1,510"
Vadym,Volosovych,pvo44, @volosovych ,9,8,586,7,9,19
James,Wabenga Yango,pwa745, @jameswabenga ,2,0,6,6,128,14
Konstantin,Wacker,pwa432, @km_wacker ,4,0,37,767,384,333
Hannes,Wagner,pwa105, @hanneswagner ,6,5,138,278,49,179
Liam,Wagner,pwa278, @liam_wagner ,6,4,134,"9,742","4,279","2,189"
Adam,Wagstaff,pwa284, @adamw2011 ,31,60,3483,897,112,"1,470"
Parag,Waknis,pwa449, @wparag ,1,0,1,"1,818",817,263
Margaret,Walls,pwa428, @margaretwalls1 ,11,11,571,"1,877",280,406
Olivier,Walther,pwa320, @ojwalther ,5,0,37,764,436,511
Thierry,Warin,pwa190, @thierry_warin ,4,2,59,"2,375","1,161",625
Peter,Waterman,pwa6, @peterwaterman2 ,1,0,1,11,3,42
Tara,Watson,pwa238, @taraelizwatson ,8,8,202,609,424,517
Andrew,Watt,pwa731, @andrewwatteu ,4,0,39,"3,437",280,816
Matthew,Webb,pwe297, @mattdwebb ,3,2,71,112,149,122
Douglas,Webber,pwe305, @dougwebberecon ,6,4,89,"3,405",900,"1,952"
Alfons,Weichenrieder,pwe106, @alfonsj64 ,17,25,757,109,229,425
Justus,Wesseler,pwe17, @justuswesseler ,8,7,197,34,9,53
P. Joakim,Westerholm,pwe381, @joakimw ,3,0,19,995,805,863
Karl,Whelan,pwh23, @whelankarl ,19,29,1499,"11,100",274,"15,900"
T. Kirk,White,pwh3, @tkirkwhite ,6,3,147,58,34,22
Peter,Whiteford,pwh32, @whitefordpeter ,6,4,142,"48,900","4,070","3,554"
John,Whitehead,pwh15, @johnwhitehead81 ,19,31,1087,"6,652",385,887
Casey,Wichman,pwi342, @cjwich ,1,0,7,"1,268",477,446
David,Wiczer,pwi218, @wiczerd ,3,2,46,138,79,97
Volker,Wieland,pwi9, @wielandvolker ,26,34,3043,163,50,325
Tomas,Williams,pwi197, @twilliams8 ,4,3,48,"2,338",543,267
Colin,Williams,pwi356, @colin_cwilliams ,6,3,192,"9,837","5,079","4,652"
Roberton,Williams,pwi38, @roberton3will ,16,21,1171,489,180,357
Stephen,Williamson,pwi12, @1954swilliamson ,18,32,1595,"3,963",37,"2,988"
Bart,Wilson,pwi115, @bartwilson ,11,16,419,"2,701",108,486
Jennifer,Winter,pwi267, @jenwinter_yyc ,3,0,13,"3,588","1,356","1,615"
Fabian,Winter,pwi209, @soclgy ,4,1,34,46,106,55
Justin,Wolfers,pwo9, @justinwolfers ,24,32,3855,"27,200",882,"144,000"
Koi,Wong,pwo127, @wongkoinyen ,3,1,71,2,35,4
Frances,Woolley,pwo16, @franceswoolley ,7,4,238,"4,239","1,064","3,238"
Timothy,Worrall,pwo43, @timsworrall ,7,6,896,42,82,23
Simon,Wren-Lewis,pwr17, @sjwrenlewis ,15,22,848,"14,000",150,"22,900"
Guo,Xu,pxu79, @guoxu_econ ,2,0,14,57,770,"1,423"
Melanie Meng,Xue,pxu96, @melanie_xue ,1,0,1,303,193,336
Mustafa,Yücel,pyu25, @erayyucel ,6,4,117,"5,669",335,481
Dean,Yang,pya75, @deanyang ,19,28,1649,667,218,"2,420"
Yosuke,Yasuda,pya185, @yagena ,3,2,129,"32,100",427,"19,700"
Hakan,Yilmazkuday,pyi32, @yilmazkuday ,9,9,217,298,791,239
Linda,Yueh,pyu233, @lindayueh ,8,8,187,"44,900","2,280","71,400"
Marios,Zachariadis,pza12, @marioszachariad ,8,8,428,"2,612",14,"1,431"
Georg,Zachmann,pza66, @georgzachmann ,7,5,271,"2,637","1,014","1,726"
Jay,Zagorsky,pza246, @prof_jay_z ,6,6,171,159,16,260
Gema,Zamarro,pza117, @gema_zamarro ,9,9,272,"1,928",413,507
Claire,Zanuso,pza297, @clairezanuso ,1,0,2,"1,087",548,413
Andrew,Zeitlin,pze70, @andrewzeitlin ,4,1,39,433,854,841
Stavros,Zenios,pas152, @stavroszenios ,4,1,39,"14,700",166,"4,578"
Yves,Zenou,pze5, @yveszenou1 ,30,72,2981,246,158,249
Mariana,Zerpa,pze64, @marianazerpa ,1,0,7,318,333,340
Owen,Zidar,pzi93, @omzidar ,4,3,89,"5,989","1,038","5,045"
Thomas,Ziesemer,pzi7, @thwziesemer ,8,7,235,2,2,10
Soledad,Zignago,pzi32, @szignago ,11,13,1228,"8,283","1,614","2,564"
Christian,Zimmermann,pzi1, @czimm_economist ,10,11,467,"1,474",158,"2,242"
Klaus,Zimmermann,pzi13, @kfzimmermann ,29,91,3554,692,140,551
Jesse,Zinn,pzi98, @jesseaaronzinn ,1,0,1,171,28,49
Dawid,Zochowski,poc8, @dzochow ,1,0,1,16,52,12
Gabriel,Zucman,pzu32, @gabriel_zucman ,9,9,699,"1,854",905,"13,300"
Martina,Zweimüller,pzw7, @mrszed78 ,7,6,134,23,98,25
