first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username
Nadezhda,Volovik,pvo174,2,0,5,3,7,9,19, @volosovych 
Pieter,Van Rymenant,pva783,1,0,3,1,"1,313",274,335, @vruijven 
Augustin,Vicard,pvi370,2,0,20,8,651,238,398, @vvicard 
Walter,Steingress,pst217,4,3,125,9,125,105,113, @w_steingress 
William,Masters,pma113,10,11,682,25,356,501,714, @wamasters 
William,Doerner,pdo303,3,1,25,7,499,"2,635","3,286", @wdoerner 
Wolfgang,Frimmel,pfr181,3,0,24,9,12,52,40, @wfrimmel 
Karl,Whelan,pwh23,19,29,1499,25,"11,100",274,"15,900", @whelankarl 
Peter,Whiteford,pwh32,6,4,142,29,"48,900","4,070","3,554", @whitefordpeter 
Werner,HÃ¶lzl,phl1,8,8,262,17,327,418,245, @whoelzl 
David,Wiczer,pwi218,3,2,46,8,138,79,97, @wiczerd 
Volker,Wieland,pwi9,26,34,3043,21,163,50,325, @wielandvolker 
Willa,Friedman,pfr283,2,1,55,5,"1,342","1,273","1,441", @willafriedman 
William,Branch,pbr196,14,16,913,15,916,187,219, @williamabranch 
Koi,Wong,pwo127,3,1,71,11,2,35,4, @wongkoinyen 
Parag,Waknis,pwa449,1,0,1,7,"1,818",817,263, @wparag 
Wolf-Peter,Schill,psc650,8,7,208,9,39,80,97, @wpschill 
Wojciech,Kopczuk,pko20,20,28,1263,17,"1,492",236,"1,000", @wwwojtekk 
Xi,Chen,pch679,4,1,49,11,663,288,284, @xcyale 
Francesco,Trebbi,ptr40,19,22,2659,17,"3,710",471,"2,103", @xftrebbi 
Ximena,PeÃ±a,ppe259,6,5,138,18,"2,651",990,"2,642", @ximena_pena 
Xavier,Sala-i-Martin,psa510,39,53,8792,28,"19,700",264,"442,000", @xsalaimartin 
Yosuke,Yasuda,pya185,3,2,129,8,"32,100",427,"19,700", @yagena 
Yamina,Tadjeddine,pta296,2,0,8,13,320,103,178, @yamintadjeddine 
Yangki,Suara,psu343,1,0,3,2,"10,700","1,607","1,650", @yangkisuara 
Yaniv,Stopnitzky,pst505,1,0,9,5,"8,842",465,330, @yanivst 
Yann,Giraud,pgi180,2,0,13,8,"1,338",226,482, @yannbgiraud 
Yannick,Perez,ppe308,8,5,161,13,"1,757","1,752",814, @yannick_perez 
Yasuyuki,Sawada,psa494,12,15,602,24,"1,468",392,"2,180", @yasusawada 
Yolanda,Blasco-Martel,pbl153,1,0,2,11,"1,614",202,239, @yblascom 
Hakan,Yilmazkuday,pyi32,9,9,217,14,298,791,239, @yilmazkuday 
Yannick,Lucotte,plu256,5,2,74,8,"1,736","2,356",676, @ylucotte 
Yusuf,Mansur,pma1666,2,0,7,4,"22,600","2,556","13,500", @ymansur 
Yuki,Takahashi,pta407,2,0,7,3,16,105,93, @yukitakahashi11 
Yves,Zenou,pze5,30,72,2981,25,246,158,249, @yveszenou1 
ZoltÃ¡n,Bartha,pba1146,3,0,21,9,31,16,26, @z655321 
Zhuo,Chen,pch405,8,6,264,9,633,408,198, @zhuo_adam_chen 
Anjali,Adukia,pad164,1,0,7,1,7,622,446,@aadukia
AndrÌ©s,ÌÅlvarez,pal376,2,0,9,15,5267,565,908,@aalvarezgallo
Claudio,Agostini,pag22,6,1,123,13,1723,169,9022,@agostini_cl
Alexander,Ahammer,pah166,2,0,6,3,23,125,47,@ahammeralex
K. Ali,Akkemik,pak13,5,3,86,12,421,44,152,@akkemik
CÌ©sar,Alonso-Borrego,pal9,8,8,575,23,5430,555,360,@alonsobcesar
Amanda,Agan,pag103,2,1,30,6,521,371,1227,@amandayagan
Edson,Araujo,par133,1,0,2,1,59,86,62,@araujoec
Nikos,Askitas,pas55,4,3,145,8,5251,126,268,@askitas
N. Emrah,Aydinonat,pay1,2,0,10,14,3510,581,2560,@aydinonat
Sara,AyllÌ?n,pay16,3,0,24,13,1017,119,227,@ayllonsara
Benito,ArruÌ±ada,par20,7,5,203,31,32400,733,7294,@benitoarrunada
BjÌ?rn,Arnarson,par416,1,0,4,7,184,535,115,@bjorci
Cevat Giray,Aksoy,pak156,1,0,1,2,1274,492,930,@cevatgirayaksoy
David,Andolfatto,pan9,13,17,1290,24,17200,631,8700,@dandolfa
David,Agrawal,pag45,3,1,40,4,49,364,171,@davidragrawal
Daron,Acemoglu,pac16,69,173,24873,29,32,341,"24,100",@DrDaronAcemoglu
Erik,Angner,pan161,3,1,35,14,"4,615","2,604",2650,@erikangner
Eva,Arceo-Gomez,par290,5,4,112,8,3195,466,900,@evaoarceo
Ferhat,Arslaner,par395,3,0,16,18,390,888,165,@farslaner
Guillaume,AllÌ¬gre,pal370,4,0,31,12,"4,868","1,435",3748,@g_allegre
Gabriel,Zucman,pzu32,9,9,699,6,"1,854",905,"13,300",@gabriel_zucman
Olugbenga,Ajilore,paj29,3,1,22,12,4839,791,475,@gbenga_ajilore
Guillermo,Alves,pal497,3,0,22,9,"11,900","1,215",1032,@guillermo_alves
Julio,Arteaga,par292,1,0,4,16,4120,72,346,@jc_artegar
John,Anyanwu,pan390,13,17,486,20,11000,232,180,@jcanyanwu
Jesse,Zinn,pzi98,1,0,1,2,171,28,49,@jesseaaronzinn
Jorge,Abad,pab367,1,1,19,1,58,489,62,@jrg_abad
Kim,Abildgren,pab325,3,0,19,10,19,0,41,@kim_abildgren
Lilia,Aleksanyan,pal649,2,0,9,5,268,746,416,@laleksanyan
Leticia,Arroyo Abad,par370,3,1,32,6,3486,626,437,@larroyoabad
Lykke,Andersen,pan43,8,5,245,21,639,196,348,@lykkeeandersen
M. Aykut,Attar,pat34,1,0,2,10,"5,412","2,976",1352,@maattar
Mabid,Al-Jarhi,pal663,2,0,13,36,"52,700","9,088",8360,@maljarhi
Massimo,Anelli,pan451,3,0,22,4,385,518,254,@massimo_anelli
Marina,Azzimonti,paz11,11,12,371,15,80,65,149,@mazzimon77
Joshua,Angrist,pan29,48,85,11762,30,131,182,3682,@metrics52
Ghulam,Mohey-ud-din,pab58,1,0,4,12,962,249,58,@moheyuddin
Mouawiya,Al Awad,pal278,3,2,78,7,11,7,2,@mouawiya
Martina,Zweim√ºller,pzw7,7,6,134,8,23,98,25,@mrszed78
Nuran,Arslaner,par337,2,0,7,20,6,495,81,@noorarx
Oluwatobiloba,Adewunmi,pad203,11,14,373,5,624,761,187,@oluwatobiclay
Owen,Zidar,pzi93,4,3,89,3,"5,989","1,038","5,045",@omzidar
Rodrigo,Arim,par339,5,0,50,14,635,824,3035,@rodrigoarim1
Adrian,Alter,pal673,4,3,214,6,639,"9,754",12300,@romanianromance
Seyi,Akadiri,pak216,1,0,2,2,112,149,76,@sainty02
Sebastian,Aparicio,pap38,2,1,18,6,3605,182,201,@sebasaparicio15
Sofiane,Aboura,pab28,5,2,54,13,2036,648,652,@sofianeaboura
Soren,Anderson,pan315,10,10,495,15,151,108,143,@sorentanderson
Stavros,Zenios,pas152,4,1,39,24,14700,166,4578,@stavroszenios
Susan,Athey,pat6,24,33,2151,23,346,401,10300,@susan_athey
Abdullah,Al-Bahrani,pal867,2,0,11,1,"8,635","1,472",1927,@teach_econ
Titus,Awokuse,paw5,10,11,330,19,275,304,287,@titusawokuse
Tony,Addison,pad159,11,14,373,32,"43,300","3,977","21,300",@tonysangle
Victor,Aguirregabiria,pag15,11,14,878,21,834,355,309,@vaguirregabiria
